2017,640
2520,644
806,645
1663,650
1310,652
447,653
2158,655
89,657
946,659
1799,660
585,662
1452,664
2298,668
235,674
1095,676
1943,677
727,679
1586,680
2436,683
371,687
1239,688
2081,687
2581,694
1727,694
19,695
1375,698
511,701
2226,703
1013,705
1869,705
159,709
655,716
1514,716
2366,716
300,723
2009,723
2506,726
801,729
1298,732
2152,733
1654,734
436,736
943,741
1795,742
84,744
1440,747
576,750
2286,752
1080,754
1937,754
1579,760
721,760
2433,763
365,771
1229,772
2079,773
2566,774
866,778
1366,781
2217,783
1863,791
1008,791
149,793
2357,800
647,800
1505,801
2001,803
290,805
1150,809
1647,812
2502,814
787,814
430,821
1292,823
2142,821
930,826
79,827
1792,827
1432,832
571,835
2281,835
215,837
1929,839
1074,841
1570,844
2423,845
711,848
2063,852
358,854
855,858
1223,859
1713,859
2559,860
1359,866
2202,864
497,866
997,872
641,878
1854,879
2349,881
1498,884
1996,885
781,895
1638,895
2491,896
423,900
2131,900
1285,902
920,903
66,908
1780,910
2275,911
560,912
1422,912
1071,920
208,923
2416,923
701,927
1920,925
1564,929
346,932
1698,933
1211,936
2058,936
2555,940
4,940
848,941
2198,945
488,948
1349,949
988,955
127,959
1844,958
1488,962
632,963
2337,963
1988,965
273,971
767,972
2484,976
1630,976
2124,979
414,982
1273,984
912,987
58,993
2266,993
1416,994
551,996
1057,999
198,1007
1915,1006
1555,1009
2404,1010
697,1011
1204,1014
343,1018
2050,1018
840,1021
3,1024
1343,1031
2554,1031
478,1032
2192,1032
977,1036
1832,1038
123,1040
1481,1043
2328,1045
623,1046
1125,1051
260,1052
1980,1052
770,1055
1620,1056
2474,1060
403,1062
1265,1066
2119,1066
1763,1072
50,1072
902,1072
544,1078
2254,1078
191,1085
1053,1087
1903,1087
1550,1091
2397,1092
1196,1101
2043,1101
2180,1103
335,1102
829,1103
1331,1109
471,1112
1832,1113
970,1115
113,1117
1471,1121
2327,1126
614,1127
1969,1131
257,1132
1113,1133
761,1137
1611,1142
2467,1143
397,1146
2109,1147
1257,1149
896,1152
1757,1150
46,1153
535,1158
1399,1157
2245,1160
185,1163
1041,1164
1897,1166
677,1173
1533,1175
2387,1174
325,1181
1186,1182
2033,1182
1677,1184
2535,1185
465,1194
1326,1193
960,1196
2177,1198
1816,1201
106,1201
606,1206
2313,1207
1464,1211
246,1215
1103,1215
2456,1222
1604,1223
2100,1225
1248,1231
886,1233
388,1235
1745,1235
32,1238
1389,1239
2241,1244
532,1243
174,1246
1032,1246
1885,1251
673,1256
1526,1256
2383,1257
1176,1264
2026,1264
315,1266
1668,1268
2524,1268
453,1276
2170,1276
1314,1278
952,1280
99,1285
1807,1285
2314,1290
596,1291
1455,1294
1094,1296
242,1298
1952,1298
735,1301
1598,1302
2450,1308
1234,1308
379,1309
2090,1312
27,1320
1379,1321
1739,1319
522,1324
1021,1329
165,1330
1517,1334
2374,1334
1872,1333
657,1342
1165,1346
304,1349
2015,1348
2515,1352
802,1352
1664,1356
445,1356
2160,1360
945,1366
86,1368
1446,1371
1797,1372
2300,1375
230,1379
590,1379
1090,1382
1943,1385
2444,1385
728,1389
2083,1393
371,1394
1232,1395
870,1403
1731,1404
17,1405
511,1408
1376,1408
1017,1414
2229,1413
157,1418
655,1421
2366,1422
1513,1424
301,1426
2011,1425
1162,1431
793,1433
2508,1431
1657,1434
2147,1440
438,1441
1298,1442
1793,1449
937,1449
79,1452
1437,1453
578,1458
2290,1457
1079,1460
1937,1461
224,1463
719,1466
2434,1467
1579,1470
1222,1476
2072,1475
366,1476
2566,1483
9,1485
864,1483
1724,1485
1361,1486
501,1488
2211,1489
1009,1490
1863,1494
149,1497
643,1503
1502,1506
2353,1506
292,1511
1150,1510
786,1511
2006,1512
2497,1518
1645,1518
2146,1522
1287,1523
432,1528
927,1527
1785,1528
67,1532
1428,1533
2282,1537
216,1544
575,1542
1069,1543
1925,1544
714,1548
2424,1552
1567,1553
1215,1556
351,1558
2067,1558
2562,1563
854,1564
1709,1565
496,1569
1351,1567
2208,1569
999,1573
143,1575
5,1574
1851,1583
2349,1584
636,1585
1497,1585
1140,1593
1998,1595
283,1596
2493,1597
1638,1596
778,1599
2137,1601
1281,1605
421,1606
65,1611
918,1610
1775,1613
2271,1616
1422,1618
1064,1621
561,1623
1919,1626
206,1628
1566,1631
2420,1634
701,1636
348,1639
1207,1639
2052,1637
5,1644
847,1646
1350,1647
1707,1647
2559,1649
490,1653
2197,1653
1846,1659
2338,1660
989,1661
134,1662
1487,1662
627,1665
273,1672
1986,1673
1131,1675
769,1678
2483,1678
416,1685
2124,1684
1275,1687
914,1690
52,1695
1770,1696
2266,1700
556,1702
1411,1701
198,1705
1060,1709
1910,1710
696,1714
2407,1715
340,1720
1197,1723
2046,1724
1698,1729
2548,1731
838,1733
476,1736
1338,1735
2189,1739
984,1742
1836,1743
123,1746
618,1749
1480,1752
2331,1752
265,1757
1979,1757
1120,1757
757,1761
2468,1762
1621,1764
1266,1767
403,1770
2114,1774
1754,1776
49,1779
901,1777
2258,1781
1411,1783
548,1786
1904,1788
1050,1793
191,1794
2403,1798
686,1797
328,1802
1545,1800
1193,1805
2039,1808
829,1809
2539,1810
1690,1814
468,1817
1332,1815
1826,1822
118,1824
974,1826
1471,1831
612,1833
2323,1833
259,1840
1120,1841
1611,1846
2462,1846
753,1845
1969,1846
2117,1852
1254,1853
394,1854
894,1857
37,1861
536,1863
1747,1862
1396,1867
183,1870
1891,1872
1538,1878
2390,1883
678,1882
2032,1882
323,1888
1180,1887
819,1891
1684,1889
2532,1898
466,1902
1320,1901
2176,1900
1821,1905
2315,1911
601,1912
965,1910
1459,1913
1962,1917
248,1920
1108,1920
2454,1928
1604,1929
742,1930
388,1934
1247,1935
2102,1937
884,1943
28,1945
1741,1944
2585,1947
534,1953
1386,1952
1032,1958
2238,1954
170,1957
669,1963
1530,1963
2389,1965
315,1968
811,1972
2023,1972
1672,1976
2525,1980
1311,1982
2167,1987
98,1994
1809,1993
1457,1994
958,1994
594,1997
2300,1998
1097,2003
237,2007
1946,2007
2446,2008
1592,2009
732,2012
1242,2012
384,2015
1740,2022
2093,2023
21,2025
879,2024
2586,2026
519,2030
2231,2032
1380,2035
1874,2036
165,2041
1026,2040
1519,2041
2375,2046
661,2045
2017,2052
803,2057
1663,2061
2512,2060
1305,2066
2157,2065
444,2068
92,2073
945,2072
1802,2075
2292,2076
1443,2077
581,2080
230,2087
1085,2087
1949,2087
1583,2092
727,2092
2434,2097
1231,2098
372,2100
2080,2101
1725,2104
867,2104
18,2107
2223,2110
2585,2112
512,2113
1368,2113
157,2121
1016,2121
1866,2121
655,2126
1512,2127
2364,2127
295,2133
1155,2132
2004,2135
796,2141
2509,2145
2150,2147
436,2149
1294,2148
942,2154
1792,2155
83,2157
2282,2161
575,2163
1438,2164
1075,2168
224,2170
1935,2171
719,2174
1575,2176
2432,2176
5,2177
1220,2183
2074,2183
366,2187
859,2189
1714,2189
153,2193
2216,2194
2584,2194
505,2197
1364,2197
1855,2200
1002,2201
641,2207
2357,2210
1504,2211
290,2212
1144,2214
1997,2217
433,2218
1646,2225
1286,2227
2497,2227
788,2226
2137,2230
929,2230
1788,2233
73,2242
1427,2243
2276,2244
1071,2246
1922,2252
211,2256
1567,2255
2423,2255
2068,2261
1216,2261
1706,2266
4,2268
2577,2270
353,2274
2200,2277
994,2278
1354,2280
497,2281
142,2283
1851,2285
1496,2289
2345,2289
635,2291
1131,2292
283,2294
1992,2299
1286,2300
778,2303
2489,2306
1417,2311
421,2311
2131,2312
562,2320
63,2321
1777,2319
2272,2323
917,2328
212,2333
1917,2335
700,2338
1069,2338
2057,2341
2413,2342
344,2345
2558,2351
1204,2352
843,2352
5,2352
489,2355
1345,2366
994,2368
128,2371
1128,2378
274,2380
634,2377
1478,2381
2479,2385
767,2389
413,2392
1274,2394
910,2400
54,2403
549,2406
1409,2410
1057,2416
200,2420
695,2422
1554,2423
1201,2432
341,2432
1694,2435
2052,2436
834,2440
484,2442
1342,2441
2194,2447
119,2454
981,2454
1476,2458
620,2458
2332,2459
1120,2464
1977,2465
260,2468
1619,2469
759,2470
2472,2472
2116,2473
410,2478
1270,2480
49,2485
1758,2485
911,2489
2257,2493
1407,2496
195,2497
542,2497
1052,2500
1901,2501
1539,2506
2396,2504
683,2508
2040,2511
1189,2512
1684,2518
828,2524
470,2526
1330,2528
2547,2528
2187,2530
1828,2532
112,2536
1473,2537
969,2540
2325,2541
612,2545
1113,2545
258,2548
1965,2548
2468,2554
750,2554
1613,2555
2110,2557
401,2559
1257,2563
42,2566
1753,2566
892,2572
1388,2574
2249,2574
1897,2577
539,2577
1038,2580
181,2581
2387,2587
324,2591
1535,2589
679,2588
1184,2592
2036,2597
821,2599
1678,2601
2533,2602
111,2609
462,2611
1324,2613
968,2617
1818,2619
606,2622
2316,2621
1465,2623
1103,2627
1963,2628
249,2633
746,2632
2455,2637
1250,2639
1603,2639
394,2639
888,2648
34,2648
2102,2649
1748,2651
2241,2656
532,2658
1033,2658
1389,2659
1887,2662
185,2661
668,2666
1527,2667
317,2671
2027,2685
1669,2688
103,2688
1095,2688
954,2688
1317,2689
2173,2689
1170,2690
1808,2689
2526,2689
814,2690
2379,2690
1462,2690
461,2691
1634,2394
1914,2426
1838,2457
1770,2414
2342,2383
2201,2365
2591,1326
2590,625
2406,396
